PmEvent Name,Compound Type,Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Type,Containing Oneof,Filters
CuCpMnNrdcSetupBufMonReport,BufMonReport,drb_id,7,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,mapped_5qi,8,Payload,int64,,Qos
CuCpMnNrdcSetupBufMonReport,BufMonReport,priority_level_arp,9,Payload,int64,,Arp
CuCpMnNrdcSetupBufMonReport,DrbMonitored,drb_id,1,,int64,,
CuCpMnNrdcSetupBufMonReport,DrbMonitored,mapped_5qi,2,,int64,,
CuCpMnNrdcSetupBufMonReport,DrbMonitored,pdu_session_id,3,,int64,,
CuCpMnNrdcSetupBufMonReport,DrbMonitored,s_nssai,4,,bytes,,
CuCpMnNrdcSetupBufMonReport,DrbMonitored,priority_level_arp,5,,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReportUl,lcg_ul_vol_threshold,1,,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReportUl,lcg_ul_vol,2,,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReportUl,lcg_id,3,,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReportUl,monitored_drb_list,4,,repeated <DrbMonitored>,,
CuCpNcgiMeasurement,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpNcgiMeasurement,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpNcgiMeasurement,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNcgiMeasurement,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgAmfConfigurationUpdate,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgAmfConfigurationUpdate,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgAmfConfigurationUpdate,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgAmfConfigurationUpdateAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgAmfConfigurationUpdateAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgAmfConfigurationUpdateAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgAmfConfigurationUpdateFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgAmfConfigurationUpdateFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgAmfConfigurationUpdateFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgDeactivateTrace,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgDeactivateTrace,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgDeactivateTrace,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgDeactivateTrace,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgDeactivateTrace,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgDeactivateTrace,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgDeactivateTrace,Guami,amf_region_id,2,Payload,int64,,
CuCpNgDeactivateTrace,Guami,amf_set_id,3,Payload,int64,,
CuCpNgDeactivateTrace,Guami,amf_pointer,4,Payload,int64,,
CuCpNgDownlinkNasTransport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgDownlinkNasTransport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgDownlinkNasTransport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgDownlinkNasTransport,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgDownlinkNasTransport,Guami,amf_region_id,2,Payload,int64,,
CuCpNgDownlinkNasTransport,Guami,amf_set_id,3,Payload,int64,,
CuCpNgDownlinkNasTransport,Guami,amf_pointer,4,Payload,int64,,
CuCpNgDownlinkNasTransport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgDownlinkNasTransport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgDownlinkRanConfigurationTransfer,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgDownlinkRanConfigurationTransfer,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgDownlinkRanConfigurationTransfer,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgDownlinkRanStatusTransfer,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgDownlinkRanStatusTransfer,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgDownlinkRanStatusTransfer,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgDownlinkRanStatusTransfer,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgDownlinkRanStatusTransfer,Guami,amf_region_id,2,Payload,int64,,
CuCpNgDownlinkRanStatusTransfer,Guami,amf_set_id,3,Payload,int64,,
CuCpNgDownlinkRanStatusTransfer,Guami,amf_pointer,4,Payload,int64,,
CuCpNgDownlinkRanStatusTransfer,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgDownlinkRanStatusTransfer,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Guami,amf_region_id,2,Payload,int64,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Guami,amf_set_id,3,Payload,int64,,
CuCpNgDownlinkUeAssociatedNrppaTransport,Guami,amf_pointer,4,Payload,int64,,
CuCpNgDownlinkUeAssociatedNrppaTransport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgDownlinkUeAssociatedNrppaTransport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgErrorIndicationCommon,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgErrorIndicationCommon,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgErrorIndicationCommon,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgErrorIndicationDedicated,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgErrorIndicationDedicated,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgErrorIndicationDedicated,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgErrorIndicationDedicated,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgErrorIndicationDedicated,Guami,amf_region_id,2,Payload,int64,,
CuCpNgErrorIndicationDedicated,Guami,amf_set_id,3,Payload,int64,,
CuCpNgErrorIndicationDedicated,Guami,amf_pointer,4,Payload,int64,,
CuCpNgErrorIndicationDedicated,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgErrorIndicationDedicated,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverCancel,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverCancel,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverCancel,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverCancel,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverCancel,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverCancel,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverCancel,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverCancel,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverCancel,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverCancelAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverCancelAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverCancelAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverCancelAcknowledge,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverCancelAcknowledge,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverCancelAcknowledge,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverCancelAcknowledge,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverCancelAcknowledge,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverCancelAcknowledge,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverCommand,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverCommand,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverCommand,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverCommand,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverCommand,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverCommand,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverCommand,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverCommand,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverCommand,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverFailure,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverFailure,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverFailure,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverFailure,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverNotify,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverNotify,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverNotify,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverNotify,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverNotify,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverNotify,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverNotify,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverNotify,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverNotify,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverPreparationFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverPreparationFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverPreparationFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverPreparationFailure,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverPreparationFailure,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverPreparationFailure,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverPreparationFailure,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverPreparationFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverPreparationFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverRequestAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverRequestAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverRequestAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverRequestAcknowledge,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverRequestAcknowledge,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverRequestAcknowledge,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverRequestAcknowledge,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverRequestAcknowledge,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverRequestAcknowledge,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgHandoverRequired,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgHandoverRequired,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgHandoverRequired,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgHandoverRequired,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverRequired,Guami,amf_region_id,2,Payload,int64,,
CuCpNgHandoverRequired,Guami,amf_set_id,3,Payload,int64,,
CuCpNgHandoverRequired,Guami,amf_pointer,4,Payload,int64,,
CuCpNgHandoverRequired,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgHandoverRequired,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgInitialContextSetupFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgInitialContextSetupFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgInitialContextSetupFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgInitialContextSetupFailure,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgInitialContextSetupFailure,Guami,amf_region_id,2,Payload,int64,,
CuCpNgInitialContextSetupFailure,Guami,amf_set_id,3,Payload,int64,,
CuCpNgInitialContextSetupFailure,Guami,amf_pointer,4,Payload,int64,,
CuCpNgInitialContextSetupFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgInitialContextSetupFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgInitialContextSetupRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgInitialContextSetupRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgInitialContextSetupRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgInitialContextSetupRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgInitialContextSetupRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgInitialContextSetupRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgInitialContextSetupRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgInitialContextSetupRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgInitialContextSetupRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgInitialContextSetupResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgInitialContextSetupResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgInitialContextSetupResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgInitialContextSetupResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgInitialContextSetupResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpNgInitialContextSetupResponse,Guami,amf_set_id,3,Payload,int64,,
CuCpNgInitialContextSetupResponse,Guami,amf_pointer,4,Payload,int64,,
CuCpNgInitialContextSetupResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgInitialContextSetupResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgInitialUeMessage,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgInitialUeMessage,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgInitialUeMessage,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgLocationReport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgLocationReport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgLocationReport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgLocationReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgLocationReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgLocationReport,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgLocationReport,Guami,amf_region_id,2,Payload,int64,,
CuCpNgLocationReport,Guami,amf_set_id,3,Payload,int64,,
CuCpNgLocationReport,Guami,amf_pointer,4,Payload,int64,,
CuCpNgLocationReportingControl,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgLocationReportingControl,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgLocationReportingControl,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgLocationReportingControl,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgLocationReportingControl,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgLocationReportingControl,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgLocationReportingControl,Guami,amf_region_id,2,Payload,int64,,
CuCpNgLocationReportingControl,Guami,amf_set_id,3,Payload,int64,,
CuCpNgLocationReportingControl,Guami,amf_pointer,4,Payload,int64,,
CuCpNgLocationReportingFailureIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgLocationReportingFailureIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgLocationReportingFailureIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgLocationReportingFailureIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgLocationReportingFailureIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgLocationReportingFailureIndication,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgLocationReportingFailureIndication,Guami,amf_region_id,2,Payload,int64,,
CuCpNgLocationReportingFailureIndication,Guami,amf_set_id,3,Payload,int64,,
CuCpNgLocationReportingFailureIndication,Guami,amf_pointer,4,Payload,int64,,
CuCpNgNasNonDeliveryIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgNasNonDeliveryIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgNasNonDeliveryIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgNasNonDeliveryIndication,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgNasNonDeliveryIndication,Guami,amf_region_id,2,Payload,int64,,
CuCpNgNasNonDeliveryIndication,Guami,amf_set_id,3,Payload,int64,,
CuCpNgNasNonDeliveryIndication,Guami,amf_pointer,4,Payload,int64,,
CuCpNgNasNonDeliveryIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgNasNonDeliveryIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPaging,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPaging,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPaging,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPathSwitchRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPathSwitchRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPathSwitchRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPathSwitchRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPathSwitchRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPathSwitchRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPathSwitchRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPathSwitchRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPathSwitchRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPathSwitchRequestAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPathSwitchRequestAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPathSwitchRequestAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPathSwitchRequestAcknowledge,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPathSwitchRequestAcknowledge,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPathSwitchRequestAcknowledge,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPathSwitchRequestAcknowledge,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPathSwitchRequestAcknowledge,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPathSwitchRequestAcknowledge,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPathSwitchRequestFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPathSwitchRequestFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPathSwitchRequestFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPathSwitchRequestFailure,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPathSwitchRequestFailure,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPathSwitchRequestFailure,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPathSwitchRequestFailure,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPathSwitchRequestFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPathSwitchRequestFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyConfirm,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyConfirm,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyConfirm,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceModifyConfirm,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceModifyConfirm,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceModifyConfirm,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyConfirm,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyConfirm,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceModifyConfirm,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceModifyIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceModifyIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceModifyIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceModifyIndication,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyIndication,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyIndication,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceModifyIndication,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceModifyRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceModifyRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceModifyRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceModifyRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceModifyRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceModifyRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceModifyResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceModifyResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceModifyResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceModifyResponse,Guami,amf_set_id,3,Payload,int64,,
