PmEvent Name,Compound Type,Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Type,Containing Oneof,Filters
CuCpNgPduSessionResourceModifyResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceModifyResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceNotify,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceNotify,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceNotify,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceNotify,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceNotify,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceNotify,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceNotify,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceNotify,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceNotify,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceReleaseCommand,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceReleaseCommand,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceReleaseCommand,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceReleaseCommand,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceReleaseCommand,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceReleaseCommand,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceReleaseCommand,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceReleaseCommand,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceReleaseCommand,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceReleaseResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceReleaseResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceReleaseResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceReleaseResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceReleaseResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceReleaseResponse,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceReleaseResponse,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceReleaseResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceReleaseResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceSetupRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceSetupRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceSetupRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceSetupRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceSetupRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceSetupRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceSetupRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceSetupRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceSetupRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPduSessionResourceSetupResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPduSessionResourceSetupResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPduSessionResourceSetupResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPduSessionResourceSetupResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceSetupResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpNgPduSessionResourceSetupResponse,Guami,amf_set_id,3,Payload,int64,,
CuCpNgPduSessionResourceSetupResponse,Guami,amf_pointer,4,Payload,int64,,
CuCpNgPduSessionResourceSetupResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgPduSessionResourceSetupResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgPwsCancelRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPwsCancelRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPwsCancelRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPwsCancelResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPwsCancelResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPwsCancelResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPwsFailureIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPwsFailureIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPwsFailureIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgPwsRestartIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgPwsRestartIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgPwsRestartIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgRanConfigurationUpdate,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgRanConfigurationUpdate,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgRanConfigurationUpdate,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgRanConfigurationUpdateAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgRanConfigurationUpdateAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgRanConfigurationUpdateAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgRanConfigurationUpdateFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgRanConfigurationUpdateFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgRanConfigurationUpdateFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgRerouteNasRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgRerouteNasRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgRerouteNasRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgReset,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgReset,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgReset,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgResetAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgResetAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgResetAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgSetupFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgSetupFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgSetupFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgSetupRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgSetupRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgSetupRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgSetupResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgSetupResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgSetupResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgTraceFailureIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgTraceFailureIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgTraceFailureIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgTraceFailureIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgTraceFailureIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgTraceFailureIndication,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgTraceFailureIndication,Guami,amf_region_id,2,Payload,int64,,
CuCpNgTraceFailureIndication,Guami,amf_set_id,3,Payload,int64,,
CuCpNgTraceFailureIndication,Guami,amf_pointer,4,Payload,int64,,
CuCpNgTraceStart,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgTraceStart,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgTraceStart,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgTraceStart,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgTraceStart,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgTraceStart,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgTraceStart,Guami,amf_region_id,2,Payload,int64,,
CuCpNgTraceStart,Guami,amf_set_id,3,Payload,int64,,
CuCpNgTraceStart,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextModificationFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeContextModificationFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeContextModificationFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeContextModificationFailure,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextModificationFailure,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeContextModificationFailure,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeContextModificationFailure,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextModificationFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextModificationFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeContextModificationRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeContextModificationRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeContextModificationRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeContextModificationRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextModificationRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeContextModificationRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeContextModificationRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextModificationRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextModificationRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeContextModificationResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeContextModificationResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeContextModificationResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeContextModificationResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextModificationResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeContextModificationResponse,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeContextModificationResponse,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextModificationResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextModificationResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeContextReleaseCommand,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeContextReleaseCommand,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeContextReleaseCommand,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeContextReleaseCommand,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextReleaseCommand,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeContextReleaseCommand,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeContextReleaseCommand,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextReleaseCommand,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextReleaseCommand,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeContextReleaseComplete,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeContextReleaseComplete,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeContextReleaseComplete,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeContextReleaseComplete,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextReleaseComplete,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeContextReleaseComplete,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeContextReleaseComplete,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextReleaseComplete,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextReleaseComplete,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeContextReleaseRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeContextReleaseRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeContextReleaseRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeContextReleaseRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextReleaseRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeContextReleaseRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeContextReleaseRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeContextReleaseRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeContextReleaseRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeRadioCapabilityCheckRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeRadioCapabilityCheckRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeRadioCapabilityCheckRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeRadioCapabilityCheckRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeRadioCapabilityCheckRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeRadioCapabilityCheckRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeRadioCapabilityCheckRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeRadioCapabilityCheckRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeRadioCapabilityCheckRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeRadioCapabilityCheckResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeRadioCapabilityCheckResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeRadioCapabilityCheckResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeRadioCapabilityCheckResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeRadioCapabilityCheckResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeRadioCapabilityCheckResponse,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeRadioCapabilityCheckResponse,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeRadioCapabilityCheckResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeRadioCapabilityCheckResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUeRadioCapabilityInfoIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUeRadioCapabilityInfoIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUeRadioCapabilityInfoIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUeRadioCapabilityInfoIndication,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUeRadioCapabilityInfoIndication,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUeRadioCapabilityInfoIndication,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUeRadioCapabilityInfoIndication,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUeRadioCapabilityInfoIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUeRadioCapabilityInfoIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUplinkNasTransport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUplinkNasTransport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUplinkNasTransport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUplinkNasTransport,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUplinkNasTransport,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUplinkNasTransport,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUplinkNasTransport,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUplinkNasTransport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUplinkNasTransport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUplinkRanConfigurationTransfer,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUplinkRanConfigurationTransfer,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUplinkRanConfigurationTransfer,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUplinkRanStatusTransfer,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUplinkRanStatusTransfer,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUplinkRanStatusTransfer,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUplinkRanStatusTransfer,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUplinkRanStatusTransfer,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUplinkRanStatusTransfer,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUplinkRanStatusTransfer,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUplinkRanStatusTransfer,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUplinkRanStatusTransfer,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgUplinkUeAssociatedNrppaTransport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgUplinkUeAssociatedNrppaTransport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgUplinkUeAssociatedNrppaTransport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgUplinkUeAssociatedNrppaTransport,Guami,plmn_identity,1,Payload,bytes,,
CuCpNgUplinkUeAssociatedNrppaTransport,Guami,amf_region_id,2,Payload,int64,,
CuCpNgUplinkUeAssociatedNrppaTransport,Guami,amf_set_id,3,Payload,int64,,
CuCpNgUplinkUeAssociatedNrppaTransport,Guami,amf_pointer,4,Payload,int64,,
CuCpNgUplinkUeAssociatedNrppaTransport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNgUplinkUeAssociatedNrppaTransport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpNgWriteReplaceWarningRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgWriteReplaceWarningRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgWriteReplaceWarningRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNgWriteReplaceWarningResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpNgWriteReplaceWarningResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpNgWriteReplaceWarningResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpNrdcInitAccessFail,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpNrdcInitAccessFail,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpOranA1PolicyCreate,SliceId,s_nssai,1,Payload,bytes,,
CuCpOranA1PolicyCreate,SliceId,plmn_id,2,Payload,bytes,,
CuCpOranA1PolicyCreate,PolicyScope,ue_id,1,Payload,string,,
CuCpOranA1PolicyCreate,PolicyScope,qos_id,2,Payload,int64,,
CuCpOranA1PolicyCreate,PolicyScope,slice_id,3,Payload,SliceId,,
CuCpOranA1PolicyCreate,PolicyStatement,qos_priority_level,1,Payload,int64,,
CuCpOranA1PolicyCreate,PolicyStatement,relative_priority,2,Payload,int64,,
CuCpOranA1PolicyCreate,Policy,policy_scope,1,Payload,PolicyScope,,
CuCpOranA1PolicyCreate,Policy,policy_statement,2,Payload,PolicyStatement,,
CuCpOranA1PolicyQuery,SliceId,s_nssai,1,Payload,bytes,,
CuCpOranA1PolicyQuery,SliceId,plmn_id,2,Payload,bytes,,
CuCpOranA1PolicyQuery,PolicyScope,ue_id,1,Payload,string,,
CuCpOranA1PolicyQuery,PolicyScope,qos_id,2,Payload,int64,,
CuCpOranA1PolicyQuery,PolicyScope,slice_id,3,Payload,SliceId,,
CuCpOranA1PolicyQuery,PolicyStatement,qos_priority_level,1,Payload,int64,,
CuCpOranA1PolicyQuery,PolicyStatement,relative_priority,2,Payload,int64,,
CuCpOranA1PolicyQuery,Policy,policy_scope,1,Payload,PolicyScope,,
CuCpOranA1PolicyQuery,Policy,policy_statement,2,Payload,PolicyStatement,,
CuCpPciConflictDetectedEutra,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpPciConflictDetectedEutra,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpPciConflictDetectedEutra,EutraCgi,plmn_identity,1,Payload,bytes,,
CuCpPciConflictDetectedEutra,EutraCgi,eutra_cell_identity,2,Payload,int64,,
CuCpPciConflictDetectedNr,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpPciConflictDetectedNr,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpPciConflictResolvedEutra,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpPciConflictResolvedEutra,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpPciConflictResolvedEutra,EutraCgi,plmn_identity,1,Payload,bytes,,
CuCpPciConflictResolvedEutra,EutraCgi,eutra_cell_identity,2,Payload,int64,,
CuCpPciConflictResolvedNr,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpPciConflictResolvedNr,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpPerCellDrbSetup,NumDrbSetupSa,s_nssai,1,Payload,bytes,,Snssai
CuCpPerCellDrbSetup,NumDrbSetupSa,num_of_drb_setup_sa,2,Payload,int64,,
CuCpPerCellDrbSetup,NumDrbSetupPlmn,serving_plmn_id,1,Payload,bytes,,
CuCpPerCellDrbSetup,NumDrbSetupPlmn,num_of_drb_setup_sa,2,Payload,int64,,
CuCpPerCellDrbSetup,NumDrbSetupPlmn,num_of_drb_setup_endc,3,Payload,int64,,
CuCpPerCellDrbSetup,NumDrbSetupSaMapped5qi,mapped_5qi,1,Payload,int64,,Qos
CuCpPerCellDrbSetup,NumDrbSetupSaMapped5qi,num_of_drb_setup_sa,2,Payload,int64,,
CuCpPerCellPduSession,NumPduSessionPlmn,serving_plmn_id,1,Payload,bytes,,
CuCpPerCellPduSession,NumPduSessionPlmn,num_of_pdu_session,2,Payload,int64,,
CuCpPerCellPduSession,NumPduSessionSnssai,s_nssai,1,Payload,bytes,,Snssai
CuCpPerCellPduSession,NumPduSessionSnssai,num_of_pdu_session,2,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnectedUe,serving_plmn_id,1,Payload,bytes,,PlmnId
CuCpPerCellRrcConnectedUe,NumRrcConnectedUe,num_of_nr_rrc_connected_ue_endc,2,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnectedUe,num_of_nr_rrc_connected_ue_sa,3,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnectedUe,num_of_nr_rrc_connected_redcap_ue,4,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnPerUeAdmissionPrio,ue_admission_priority,1,Payload,int64,,UeAdmissionPriority
CuCpPerCellRrcConnectedUe,NumRrcConnPerUeAdmissionPrio,num_of_rrc_conn_ue_sa,2,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnPerUeAdmissionPrio,num_of_rrc_conn_ue_en_dc,3,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnPerUeAdmissionPrio,num_of_rrc_conn_ue_nr_dc,4,Payload,int64,,
CuCpPerCellRrcConnectedUe,NumRrcConnectedUsersPerSnssai,s_nssai,1,,bytes,,
CuCpPerCellRrcConnectedUe,NumRrcConnectedUsersPerSnssai,num_of_rrc_connected_users,2,,int64,,
CuCpPerCellRrcInactiveUe,NumRrcInactiveUe,serving_plmn_id,1,Payload,bytes,,PlmnId
CuCpPerCellRrcInactiveUe,NumRrcInactiveUe,num_of_nr_rrc_inactive_ue_sa,2,Payload,int64,,
CuCpPerCellRrcInactiveUe,NumRrcInactiveUe,num_of_nr_rrc_inactive_redcap_ue,3,Payload,int64,,
CuCpPerCuCpRrcConnectedUe,NumRrcConnectedUe,serving_plmn_id,1,Payload,bytes,,
CuCpPerCuCpRrcConnectedUe,NumRrcConnectedUe,num_of_nr_rrc_connected_ue_endc,2,Payload,int64,,
CuCpPerCuCpRrcConnectedUe,NumRrcConnectedUe,num_of_nr_rrc_connected_ue_sa,3,Payload,int64,,
CuCpPerCuCpRrcConnectedUe,NumRrcConnectedUe,num_of_nr_rrc_connected_redcap_ue,4,Payload,int64,,
CuCpPerCuCpRrcInactiveUe,NumRrcInactiveUe,serving_plmn_id,1,Payload,bytes,,PlmnId
CuCpPerCuCpRrcInactiveUe,NumRrcInactiveUe,num_of_nr_rrc_inactive_ue_sa,2,Payload,int64,,
CuCpPerCuCpRrcInactiveUe,NumRrcInactiveUe,num_of_nr_rrc_inactive_redcap_ue,3,Payload,int64,,
CuCpPerTsPeriodEnd,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpPerTsPeriodEnd,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpPerUeMdtM6UlReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpPerUeMdtM6UlReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpPerUeMdtM6UlReport,MdtM6UlPacketDelayMeasurement,average_packet_delay_ul,1,Payload,int64,,
CuCpPerUeMdtM6UlReport,MdtM6UlPacketDelayMeasurement,drb_id,2,Payload,int64,,
CuCpPerUeMdtM6UlReport,MdtM6UlPacketDelayMeasurement,qos_value,3,Payload,int64,,
CuCpPerUeMdtM6UlReport,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpPerUeMdtM6UlReport,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpPerUeMdtReport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpPerUeMdtReport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpPerUeMdtReport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpPerUeMdtReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpPerUeMdtReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpPerUeMdtReport,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpPerUeMdtReport,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpPerUeUcmReport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
